test_name,test_number,question_number,exact_question_text,question_text_summary,choices_compact,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_J,choice_K,correct_answer_raw,explanation_raw,primary_topic,secondary_topics,subtopics,concept_path,not_connected_to,solution_pathway_1,solution_pathway_2,solution_pathway_3,answer,answer_reasoning,student_misconception_risks,skill_gap_if_wrong,tutor_note,mindcraft_original_question_angle,confidence_level,review_priority,source_status,notes_from_akshat,raw_concept_tag,raw_subskill_tag,raw_difficulty,rewrite_needed_for_mindcraft,source_site,source_url,raw_notes,intelligence_status,batch_status,last_updated
ACT Math Practice Test 20,20,11,"For all integer values of a and b such that a > 0 and b <0, which of the following must also be an integer?","For all integer values of a and b such that a > 0 and b <0, which of the following must also be an integer?",F. 3 a+b | G. 3 a-b | H. 3 ab | J. 3 -a K.,,,,,,3 a+b,3 a-b,3 ab,3 -a K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,12,"If x and y are real numbers and 0 < x < y < , which of the following gives the set of all values which could have?","If x and y are real numbers and 0 < x < y < , which of the following gives the set of all values which could have?",D. E.,,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,13,"A circular running track is being built in a fenced-in athletic field 100 feet wide and 150 feet long. If a border of 10 feet is needed between the outside edge of the track and the fence, what is the radius of the largest track that can be built?","A circular running track is being built in a fenced-in athletic field 100 feet wide and 150 feet long. If a border of 10 feet is needed between the outside edge of the track and the fence, what is the radius of the largest track that can be built?",F. 40 | G. 45 | H. 65 | J. 90 | K. 110,,,,,,40,45,65,90,110,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,14,"If a sphere is cut by two different planes, dividing it into sections, how many sections is it possible to end up with?","If a sphere is cut by two different planes, dividing it into sections, how many sections is it possible to end up with?","A. 2 only | B. 2 or 4 only | C. 3 only | D. 3 or 4 only | E. 2, 3, or 4 only",2 only,2 or 4 only,3 only,3 or 4 only,"2, 3, or 4 only",,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,15,"For all real values of a and b , the equation | a - b | = 5 can be interpreted as ""the positive difference of a and b is 5."" What is the positive difference between the 2 solutions for a ?","For all real values of a and b , the equation | a - b | = 5 can be interpreted as ""the positive difference of a and b is 5."" What is the positive difference between the 2 solutions for a ?",F. b | G. b + 5 | H. 2 b | K. 10,,,,,,b,b + 5,2 b,,10,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,1,"A magician performing at children's birthday parties charges $120.00 total for a one-hour performance with ten goodie bags for children at the party. She will provide additional goodie bags for $2.50 each. For an additional $25.00, she will also present a 15-minute laser light show. The magician is always paid on the day of the show, receives no tips or other additional payments, and never varies the length of the show. If the magician performs exactly four shows one weekend, presents the light show at three of those performances, and collects $635.00 total, how many additional goodie bags did she provide?","A magician performing at children's birthday parties charges $120.00 total for a one-hour performance with ten goodie bags for children at the party. She will provide additional goodie bags for $2.50 each. For an additional $25.00, she will also present a 15-minute laser light show. The magician is always paid on the day of the show, receives no tips or other additional payments, and never varies the length of the show. If the magician performs exactly four shows one weekend, presents the light show at three of those performances, and collects $635.00 total, how many additional goodie bags did she provide?",A. 26 | B. 32 | C. 48 | D. 86 | E. 254,26,32,48,86,254,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,2,"In an elite marathon runner's training, total mileage consists of miles run at or faster than marathon pace and miles run slower than marathon pace. The table below shows miles run at or below marathon pace and total mileage for an elite marathon runner for each of 3 consecutive years. In 2004, how many miles of the runner's total mileage were miles run slower than marathon pace?","In an elite marathon runner's training, total mileage consists of miles run at or faster than marathon pace and miles run slower than marathon pace. The table below shows miles run at or below marathon pace and total mileage for an elite marathon runner for each of 3 consecutive years. In 2004, how many miles of the runner's total mileage were miles run slower than marathon pace?","F. 1,012 | G. 2,972 | H. 3,368 | J. 3,832 | K. 3,850",,,,,,"1,012","2,972","3,368","3,832","3,850",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,3,A 24-hour day is how many times as long as 60 seconds?,A 24-hour day is how many times as long as 60 seconds?,"A. 12 | B. 30 | C. 365 | D. 720 | E. 1,440",12,30,365,720,"1,440",,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,4,"A student reads a pages per day for d days and then reads b pages per day for 2 d days. In terms of a , b , and d , how many pages did the student read?","A student reads a pages per day for d days and then reads b pages per day for 2 d days. In terms of a , b , and d , how many pages did the student read?",F. ad + 2 b | G. ad + 2 bd | H. 2 ad + 2bd | J. 2abd | K. 2abd 2,,,,,,ad + 2 b,ad + 2 bd,2 ad + 2bd,2abd,2abd 2,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,5,"A trapezoidal driveway has the dimensions, in yards, given in the figure below. What is the area, in square yards, of the driveway?","A trapezoidal driveway has the dimensions, in yards, given in the figure below. What is the area, in square yards, of the driveway?",A. 42 | B. 72 | C. 102 | D. 156 | E. 204,42,72,102,156,204,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,6,The graph below shows the number of people visiting a museum during the first 5 months of the year. How many people need to visit the museum during June for the mean of the first 6 months to equal the mean of the first 5 months?,The graph below shows the number of people visiting a museum during the first 5 months of the year. How many people need to visit the museum during June for the mean of the first 6 months to equal the mean of the first 5 months?,"F. 0 | G. 200 | H. 250 | J. 500 | K. 1,250",,,,,,0,200,250,500,"1,250",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,7,A graduation cap is tossed upward. It is f feet above the ground s seconds after it has been thrown. The relationship between f and s is given by the equation f = 60 s - 17 s 2 where 0 â¤ s â¤ 3.5. How many feet above the ground is the cap 3 seconds after it is thrown?,A graduation cap is tossed upward. It is f feet above the ground s seconds after it has been thrown. The relationship between f and s is given by the equation f = 60 s - 17 s 2 where 0 â¤ s â¤ 3.5. How many feet above the ground is the cap 3 seconds after it is thrown?,A. 27 | B. 41 | C. 60 | D. 80 | E. 163,27,41,60,80,163,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,8,The highest and lowest test scores of five students in Mr. Canyon's science class are listed below. Which student had the greatest range of scores?,The highest and lowest test scores of five students in Mr. Canyon's science class are listed below. Which student had the greatest range of scores?,F. Alicia | G. Brandon | H. Cleo | J. David | K. Emily,,,,,,Alicia,Brandon,Cleo,David,Emily,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,9,"Nita, Craig, and Chris catch a total of 300 fish on their trip. If Chris catches 45% of the fish and Craig catches 25 fish, what fraction of the 300 fish does Nita catch?","Nita, Craig, and Chris catch a total of 300 fish on their trip. If Chris catches 45% of the fish and Craig catches 25 fish, what fraction of the 300 fish does Nita catch?",D. E.,,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,10,"Given that f ( x ) = 4 x 2 and g ( x ) = 3 - , what is the value of f ( g (4)) ?","Given that f ( x ) = 4 x 2 and g ( x ) = 3 - , what is the value of f ( g (4)) ?",F. 1 | G. 4 | H. 8 | J. 16 | K. 64,,,,,,1,4,8,16,64,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,11,"In the grid shown below, each small square has a side length of 1 unit. In the shaded region, each vertex lies on a vertex of a small square. What is the area, in square units, of the shaded region?","In the grid shown below, each small square has a side length of 1 unit. In the shaded region, each vertex lies on a vertex of a small square. What is the area, in square units, of the shaded region?",A. 35 | B. 25 | C. 24 | D. 19 | E. 13,35,25,24,19,13,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,12,A ramp rises 6 inches for each 24 inches of horizontal run. This ramp rises how many inches for 62 inches of horizontal run?,A ramp rises 6 inches for each 24 inches of horizontal run. This ramp rises how many inches for 62 inches of horizontal run?,F. 15 | G. 20 | H. 44 | J. 80 | K. 248,,,,,,15,20,44,80,248,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,13,What is the value of y x + (2 x - 2 y ) when x = 2 and y = -3?,What is the value of y x + (2 x - 2 y ) when x = 2 and y = -3?,A. -10 | B. 1 | C. 7 | D. 16 | E. 19,-10,1,7,16,19,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,14,"In the figure below, the circle with center O is tangent to , , , and . The measure of angle BDE is 75Â° and the measure of DEA is 105Â°. The lines in which of the following pairs of lines are necessarily parallel? I. and II. and III. and","In the figure below, the circle with center O is tangent to , , , and . The measure of angle BDE is 75Â° and the measure of DEA is 105Â°. The lines in which of the following pairs of lines are necessarily parallel? I. and II. and III. and","F. I only | G. II only | H. III only | J. I and II only | K. I, II, and III",,,,,,I only,II only,III only,I and II only,"I, II, and III",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 21,21,15,"The day a clothing store puts out a batch of brand-name T-shirts it sells 95 shirts at $4.10 per shirt. However, each day the shirts are on the rack, the store reduces the price of the shirts by $0.02 and consequently sells 1 additional shirt with each price reduction. If x represents the number of $0.02 price reductions, which of the following expressions represents the amount of money, in dollars, that the store will take in daily in sales of these brand name T-shirts?","The day a clothing store puts out a batch of brand-name T-shirts it sells 95 shirts at $4.10 per shirt. However, each day the shirts are on the rack, the store reduces the price of the shirts by $0.02 and consequently sells 1 additional shirt with each price reduction. If x represents the number of $0.02 price reductions, which of the following expressions represents the amount of money, in dollars, that the store will take in daily in sales of these brand name T-shirts?",A. (4.10 + 2 x )(95 + x ) | B. (4.10 - 2 x )(95 + x ) | C. (4.10 + 0.02 x )(95 + x ) | D. (4.10 - 0.02 x )(95 + x ) | E. (4.10-- 0.02 x )(95 + 0.02 x ),(4.10 + 2 x )(95 + x ),(4.10 - 2 x )(95 + x ),(4.10 + 0.02 x )(95 + x ),(4.10 - 0.02 x )(95 + x ),(4.10-- 0.02 x )(95 + 0.02 x ),,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test121.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
